sentences,label
mantaft fasilitasx . cuma parkiran kendaraan kurang nyaman .,3
"nyaman , tenang , bersih , pelayanan ramah , hanya susah sinyal dan wifi tidak bisa tersambung . ",3
tempat yang nyaman untuk menginap . semuanya bersih .,1
"lokasi strategis , breakfast yang enak biarpun nasi goreng , pelayanan yang oke dan tidak kalah dari hotel berbintang fasilitasnya ada kulkas lebih penting daripada brankas . airyeco memang top . ",1
pelayanan yang baik . fasilitas oke dan makanan enak . lokasi strategis .,1
"kamar mandi nya sedikit bau , selebihnya memuaskan . ",2
"pelayanan sudah baik , tetapi lebih ditingkat lagi agar menjadi yang terbaik . ",3
sarapan lumayan enak .,1
bagus . parkiran di depan kamar memudahkan orang saat pergi dan lelah bisa langsung menuju kamar .,1
"saya sangat suka dengan dengan pelayanan , kebersihan kamar , kebersihan dapur dll. dengan harga yang di tawarkan saya rasa sangat worth it lah menginap disini . ",1
sudah 2 x di sini nyaman dengan harga terjangkau .,1
"pas dengan harga yang sangat terjangkau , tempat strategis , pelayan pada ramah . cuma sayang kolam renangnya lagi rusak . hu . ",3
"ada harga ada rupa . tanpa makan pagi tetapi dapat snack . kekurangannya , air panas kurang berfungsi di . ",2
ac nya kurang dingin di kamar 515 .,2
kamarnya minimalis tetapi bersih dan nyaman banget . lokasi juga strategis .,1
hanya jarak tempuh menuju metro tanah abang lumayan jauh .,2
"bersih , bagus , ramah , cari makanan dekat , banyak cafe sekitar hotel . di hotelnya pun ada cafe sendiri . terimakasih hazotel , terimakasih airy , terimakasih local guide . ",1
"cukup baik untuk kamar dengan harga 100ribu malam , kamar bersih , ac berfungsi , tv lcd berfungsi , kasur springbed nyaman dan bersih , hanya saja untuk kamar mandi tidak dilengkapi exhaust fan sehingga agak bau , air dari kamar mandi juga mengalir keluar masuk ke kamar . ",3
"kamar lumayan luas , nyaman , dekat dengan lokasi wisata kota , menu makannya kurang variatif . ",3
menyenangkan . dengan harga murah tetapi nyaman . cuma kurang perabotan seperti meja dan kursi .,3
ini tempat langganan saya .,1
"bagus , sesuai dengan ekspektasi dan dekat banget dengan mesjid , rekomen deh . ",1
mau hunian dengan konsep rumahan iya di sini tempatnya .,1
not good enough . tidak sesuai ekspektasi .,2
awalnya saya pikir fasilitas airy akan di bawah hotel utama . eh ternyata diluar dugaan kami mendapat fasilitas yang lebih . yang jelas hotelnya nyaman . aman dan tenang .,1
nyaman dan harga terjangkau .,1
"airy banget , kamar bersih , kamar mandi juga bersih , wifi lancar dan lain lain . pokoknya airy banget deh . ",1
tempat strategis menu breakfast juga enak .,1
"tempat menginap yang sangat nyaman , kamar bersih . fasilitas lengkap . ",1
overall baik tetapi kamar agak bau dan di lemari ada kecoak mati .,3
top . pelayanan memuaskan .,1
tempatnya cukup strategis dan kamarnya cukup nyaman .,1
"tempatnya tenang dan nyaman , wifi oke , resepsionis ramah , dan yang terbaik di antara penginapan lain , disediakan sajadah dan al quran . semoga berkah . ",1
peralatan berantakan . selebihnya oke banget .,1
bagus banget untuk penginapan seharga ini .,1
"baik cuma buat masukkan kedepannya , kemarin seprainya agak demek seperti belum kering , dengan kondisi musim hujan , menyarankan agar diperhatikan hal tersebut terima kasih . ",3
keramahan staf hotel ditingkatkan lagi .,2
"keren banget , puas pokoknya . makasii iya . ",1
"hotel baru nyaman dan bersih , tidak apek hanya minus kotak sampah . ",3
"karet shower sobek doble bed ruangan sempit , jalan harus miringmiring kasur keras , selimut dan handuk cuma 1 , cocok untuk backpacker karena harga terjangkau . kalau untuk keluarga tidak nyaman . ",3
tempat yang bagus untuk harga yang terjangkau .,1
alhamdulillah baik pelayanannya .,1
"padahal ditulisnya mendapatkan sarapan , tetapi kenyataannya tidak ada satu pun kamar yang mendapatkan sarapan . alasannya habis . kecewa . kamar kecil . ",2
"kamar rapi bersih wangi , tetapi wifi tidak sampai ke kamar , air kurang hangat , keran shower bocor mohon untuk ditingkatkan . ",3
nyaman banget kamar nya . tetapi sayang wifi nya lagi bermasalah .,3
semua nyaman dan bersih dan standar hotel berbintang cuma satu yang susah kuncinya masih manual tidak yang otomatis .,3
hotel nya cukup bagus nyaman dan bersih .,1
kamar bau apek .,2
harga terjangkau . love airly .,1
penerima tamu yang bernama t . kurang bagus . dikamar juga tidak ada keset jadi becekbecek setelah dari toilet . soal keamanan oke . dan petugas kebersihannya juga baik . hanya waktu diawal penerimaan tamu yang kurang berkenan . terimakasih .,3
"cukup baik . waktu pertama masuk kamar , kamarnya bau . shower air panas tidak berfungai . padahal sudah panggil petugas . ",2
"kamarnya bersih , rapi , alat mandi lengkap , dan disediakan makanan ringan di dalam kamar . sarapan roti dan minuman seduh sendiri . sangat direkomendasi buat yang budget minimal . terimakasih . ",1
"pelayanannya ramah , tempatnya nyaman dan kamar mandinya bersih . ",1
"rapi , nyaman tempatnya , cuma sedikit untuk toilet diberi pengharum iya , overall baguus . ",1
"hotel agak masuk ke gang , tetapi tidak jauh , dan jadi keuntungan tersendiri karena jauh dari kebisingan jalan rs farmawati yang always macet itu . ",3
"harga murah banget . tempat nyaman , tenang , bersih pas banget buat backpacker . ",1
"bagus , bersih , nyaman , dan ramah . ",1
kamarnya lumayan nyaman dan aman .,1
manajemennya tidak bagus karena sudah beli kamar tetapi bahkan kamar saya di jual ke pihak yang lain .,2
"hotelnya lumayan , kamar luas , ada kolam renangnya walau tidak terlalu luas , cukuplah buat menghibur anak , stafnya ramah dan tanggap , lokasi strategis , dekat ke teras cihampelas , menginap untuk liburan keluarga . ",3
"kamar luas , bersih , lokasi dekat dengan pusat perbelanjaan dan kuliner , pokoknya recommended . ",1
"jujur saya kecewa banget sama hotel airy yang di jamin ginting selayang , beda banget sama di foto . kamarnya bau , tempat tidurnya bau , selimutnya juga , kamar mandinya tidak layak banget . saya sudah pesan 3 hari , tetapi baru check in sejam saya dan teman saya langsung pulang . gila kecewa banget . ",2
"kamarnya besar , bersihh pelayanan ramah , harga yang diberikan sangat memuaskan saat melihat kamarnya lengkap , tetapi akses ke kamarnya yang jauh dibelakang sih dan aroma nya kurang suka , over all ini keren harusnya tidak semurah itu kalau tidak pakai airy room , top deh tidak mengecewakan . ",1
"pelayanan ramah . bersih , nyaman . ",1
kamarnya kurang maintenance . paling baik kamar mandi dibersihkan lebih sering . kamar mandi adalah bagian yang penting untuk pelanggan . kebersihan selimut bed sheet dan handuk juga perlu diperhatikan lebih jauh lagi .,2
"ketika pertama masuk kamar bau apek , untuk pengharum ruangannya tidak ada . ",2
semakin mantap .,1
tidak ada sirkulasi udara yang baik .,2
baik . ac dingin . cuma lampu gelap .,3
berkesan karena dekat kemana - mana tetapi yang buat saya kecewa kamarnya jorok .,3
"sangat nyaman seperti di rumah , ownernya ramah . mksh iya : ) . ",1
"tidak ada sinyal hp di dalam kamar , harus ke depan parkiran . wifi mungkin perlu maintenance karena tidak bisa terhubung . selebihnya aman . terima kasih . ",3
semoga tetap dipertahnkn .,1
"nyaman banget , ramah dan bersiih . ",1
"saat check in tidak ada resepsionis nya , dan kunci kamar ditinggal di meja resepsionis . pelayanan sangat buruk . ",2
kamar mandi tidak ada exhaust nya .,2
"kondisi kamar tidak sesuai dengan di foto , tirainya kelihatan lusuh dan kotor , dan handuk tidak di ganti keesokan harinya ( kami menginap 2 malam , tetapi lokasi strategis , transportasinya mudah dan dekat dengan mini market juga banyak warung dan restoran terutama warung tenda di malam hari . berhubung emotikokon hanya ada 2 pilihan , mengecewakan atau memuaskan dan tidak bisa diganti , jadi iya apa yang sudah tertera saja . ",2
"sarapan kurang variasi , wifi tidak bisa di akses di kamar dan sinyal hp pun jelek kalau di dalam kamar . ",2
hot shower tidak bisa . selebihnya baik .,2
semua oke . cuma tv hilang gambarnya .,3
acnya kurang dingin .,2
"tidak ada satupun yang berkesan . semua buruk . kondisi kamar buruk , bau , tidak layak untuk disewakan shame on you airyrooms muara takus . ",2
"tidak ada amenities airy , deposit 200000 cukup mahal . lokasi sesuai peta , pelayanan ramah , kamar nyaman , wifi kencang , tv banyak channel luar , shower nya hangat dan bagus , kamar mandi bersih , ada teras . ",3
"pelayanannya sangat kurang . harusnya bisa check in jam 14.00 bahkan check in jam 16.30 kamarnya masih belum dirapikan . untuk fasilitas kolam renang airnya kurang terawat . pesan 2 kamar sampai tempat dapat 1 kamar , dan yang 1 kamarnya dikasih dekat pintu gerbang dan kayaknya dekat sepitank . karena bau banget . untung cuma 1 hari . ",2
sudah enak to kurang bersih .,3
"listriknya padam semalaman , tidak paham lagi itu mengapa tolong ditingkatin saja pelayanannya . ",2
resepsionis selalu ada . tetapi entah jika ada peraturan sop gorden dari airy nya .,3
"lokasi sangat strategis , parkir luas , air hangat berfungsi dengan baik . kurang bersih , selimut agak bau , dan tv kabel tidak berfungsi . ",3
"tempatnya bersih , kemarin saya tinggal 3 hari tetapi sayang airnya mati pas kemarin di pakai , iya meskipun hidup lagi menunggu 10 menit , lumayan bagus . ",3
"masih ada pekerjaan interior , kondisi toilet masih basah , lantai kamar masih kurang bersih dan seprai banyak dijumpai bulubulu rambut . ",2
"awalawal ac agak panas , tetapi segera dibenarkan iya lumayan lah , tidak dapat tisu , tetapi alat mandi dan minuman dikasih tiap hari . top deh . ",2
hotel kurang nyaman .,2
sarapannya lumayan . walopun porsinya minimalis .,3
"ekspresi pertama masuk kamar . seperti tidak pernah ditempat . furniturenya tua , tv tabung warna berubah - ubah . pelayanan ramah , tetapi seprai 3 hari menginap tidak diganti . wifi kencang . malam banyak binatang , susah tidur karena gatal . ",2
"kamar rapi bersih , fasilitas cukup lengkap , pelayanan ramah banget . ",1
sangat baik .,1
hotel tidak ditemukan sudah mutermuter ikuti peta sampai jam 3 pagi dan sebagai pelanggan sangat kecewa .,2
"bersih . full ac , airnya memang agak asin . ",3
lumayan buat istirahat .,1
"sayang , breakfastnya sudah ditiadakan oleh airy . ",2
"lokasi dekat , sarapan enak , kebersihan cukup . ",1
"sikat gigi tidak ada , sabun tidak ada , pintu tidak bisa dikunci , kamar berisik terdengar suara kendaraa , tidak sesuai ekspektasi dan review . ",2
"denah peta ke lokasi kurang jelas , cukup nyaman kalau untuk transit ke kota tujuan , gabung dengan koskosan . ",3
untuk kamar iya oke . sarapan iya yang perlu diperbaiki .,3
"nyaman banget , airy mantap pkonya . ",1
semua sudah cukup baik .,1
"very recommended , nyaman . ",1
sinyal hp jelek . wifi juga terbatas .,2
"nyaman dan bersih sekali , cuma minus showernya mati : ) . ",3
"lumayan buat backpakeran seperti kita , harga terjangkau dan dekat dari pusatpusat perbelanjaan . ",1
"lumayan , lebih seperti kos ber ac , kamar mandi berisik dengan suara tidak jelas , colokan cuma ada 1 jadi saya harus pinjam t , tetapi not bad . ",3
"bising , kurang bersih . ",2
bersih tempatnya . saya suka . cuma air panasnya lagi macet kemarin .,1
untuk seprai dan bed nya mungkin bisa di perbaiki lagi . terimakasih .,2
"sarapannya biasa saja , kebersihan kurang . ",2
"berkesan : bersih , lokasi strategis , murah , ramah , dan dapat peralatan mandi . ",1
kurang snack saja .,3
maaf . kamu tidak jadi menginap karena penerbangan kamu ke bali dibatalkn akibat gunung agung meletus .,3
"bagus sekali , kamar nyaman untuk istirahat . ",1
tempat nyaman . air hangat ada juga .,1
letak hotel strategis .,1
makanan breakfastnya enak banyak pilihan . pelayanan memuaskan . pada ramahc juga . akan kembali untuk menginap lain waktu .,1
"dekat dengan jatimpark 2 , kamar bersih cuma pada saat datang guest house sedang di renovasi jadi banyak debu . ",2
"kamar jorok , berdebu , banyak sarang labalaba disetiap penjuru dinding . ",2
"dekat dengan halte dan stasiun . yang perlu diperbaiki menu sarapan kurang variatif dan wifi macet . kamar minta dibersihkan tetapi kurang bersih , handuk tidak diganti . tetapi untuk lainnya sudah oke . terimakasih . ",3
"lokasi sebenarnya strategis , kamar kecil terus ac nya ribut , tv masih pakai antena dalam bantalnya masih bau waktu saya kesana . ",3
pilihan menu makanan cukup banyak dan enak enak . ada kolam renangnya juga .,1
igin merubah tanggal .,3
mengecewakan . tidak sesuai dengan foto yang diposting . kamar mandi bad smell . air muncrat sampai keluar kamar mandi saat mandi . resepsionis tidak ada saat mau check - out sehingga harus menunggu lama . hari berikutnya cari hotel yang lain yang lebih baik .,2
"berkesan : harganya super murah , kolam renang bersih . suram : air kerannya bau , beddingnya sudah kusam , ac reyot , selimut tipis , ada suarasuara di tengah malam dari langitlangit . ",1
lampu kamar yang terlalu redup .,2
tenang dan pelayanan baik . cuma saran saya kalau sudah waktu jam cek in sekitar 2 siang . petugas harus ada ditempat .,3
fasilitas lengkap . ada kitchen juga . untuk harga segitu bisa dibilang murah . stafnya helpfull . kekurangannya shower perlu di perbaiki .,1
tempat makan lebih baik dikasih dinding atau apa begitu biar tidak langsung menghadap ke kamar . karena risih kalau dilihat .,2
karyawannya ramah . proses check in dan check out pun cepat . terimakasih .,1
"pelayanan oke , kamar lumayan untuk persinggahan istirahat . ",1
stafnya ramah . kamar cukup bersih . sayang sewaktu bermalam terganggu suara toa dan tidak tersedia tisu di kamar .,3
"kamar nyaman , lumayan lah . reccomended . ",1
"ac nya bocor , yang lainnya bagus pelayanan memuaskan . ",3
pelayanan nya ramah dan sangat memuaskan .,1
"kebanyakan yang menginap pakai motor , tetapi mobil bisa parkir di luar juga . ",1
"snacknya kurang , tidak ada kompor listrik , . ",2
untuk harga murah kualitas sesuai harapan .,1
"lokasi sangat dekat dengan bandara , cari makan gampang dan dekat . akses gampang . ",1
"lokasi mudah dicari , lumayan bersih , cuma seprai dan bantal tidak standar airy , pakai seprai coklat biasa . dapat kamar lantai 3 pojok , wifi susah nyangkut . kalau sekedar untuk tidur semalam sih oke . ",3
"saya dan keluarga sangat puas menginap di tempat ini , harga murah , nyaman , dan letak tempatnya sangat strategis . ",1
keseluruhan good pelayanan .,1
minus tv nya saja salurannya cuma bisa metro tv dan channelchannel tidak jelas overall good !,3
"kondisi hotel membutuhkan banyak perbaikan dari sisi infrastruktur , kamar sangat sempit , kami check out saat malam hari sehingga tidak tahu bagaimana sarapannya . ",2
"harga murah , kamar besar , super nyaman . ",1
tidak ada telepon di kamar dan telepon hanya tersedia di koridor dengan deringan sangat keras sekali .,2
"tenang , nyaman bersih namun tempatnya agak sulit ditemukan karena berada ditengah tengah kompleks penduduk . ",1
"lokasi strategis , kamar sesuai dengan harga , sarapan kurang enak . ",1
"nyaman sekali , betah dan rekomended kalau ke surabaya dst. . ",1
cukup bersih dan enak kalau buat backpakeran .,1
"parkir kalau malam penuh , mungkin karena ada pengunjung cafe di lantai atas . tetapi so far tidak begitu masalah karena staf hotel siap membantu . ",2
"lokasi di jalan . raya kartika , hotel bersih , nyaman , harga bersahabat . staf hotel ramah . ",1
nyaman dan ramah ada cemilan gratis dari airy love this .,1
"pelayanan oke , fasilitas big no , dikamar tidak ada keset , flapon seperti rembesan air begitu sudah lumutan , agak bau apek , ac kurang dingin , pembuangan air kamar mandi agak tersumbat , tidak rekomen lah pokok iya . ",3
bagus kamar bersih pelayanan nya baik dan ramah .,1
hotelnya dekat dengat sanur dan lapangan renon !,1
lokasi strategis . kamar bersih dan proses check in cepat .,1
aksesnya mudah puas banget pokoknya kami sekeluarga .,1
tempat oke dan dekat pada makanan .,1
"sudah di sampaikan ke airy agent , dan tidak ada penyelesaian sampai sekarang . ",2
"tidak disediakan handuk , kamar mandi jorok , tidak disediakan air minum . ",2
"hotelnya mewah dan bersih , makanannya enak , akses kelokasi perbelanjaan dan hiburan sangat mudah . catatan : harus menunggu beberapa saat untuk check in karena kamarnya belum disiapkan . ",3
"tempat nyaman dan tenang . kamar luas . pelayanan ramah , hade lah . sangat memuaskan . ",1
kami kecewa dengan layanan administrasi yang menerbitkan invoice sangat ribet .,2
saya sangat sangat sangat kecewa sekali .,2
kamar nya sempit .,2
"menginap pada tanggal 31 desember , memesan beberapa kamar . sempat bermasalah dengan 1 kamar karena ada krusakan . tetapi di bantu pihak hotel nya , mbak rani , bapak dian dan bapak rudi dengan sangat baik . keluarga kami sangat puas . area luas , bersih . akan kembali lagi nanti . terima kasih hotel dan airy . ",1
sangat suka . room nya juga bersih . tatanan rapi . dapat snack juga .,1
kamar bagus . pelayanan bagus . jadi mau ke bali lagi menginap di sini .,1
tidak mengecewakan . recommended !,1
"saat pertama kali datang untuk check in , tidak ada orang di resepsionis jadi saya harus masuk dan memanggilmemanggil sampai ruangan belakang . sampai kamar ternyata tidak ada air mineral dan amenities dan baru dikasih ketika kami sudah di kamar . handuk hanya 1 dan tempat tidur berbunyi seperti sudah tua . tutup wc sudah kecoklatan . kamar cukup besar . ",3
ini tempatnya oke .,1
"nyaman , pelayanan ramah sekali . ",1
"keseluruhan cukup baik iya dengan harga promo yang sangat murah , tetapi kamarnya sempit , dan properti sudah agak usang . ",3
"cara pemesanan mudah , harga cukup ramah di kantong , kamar bersih , pelayanan bagus , recommended , tempatnya juga di tengah kota . ",1
"kamar mandinya kurang bersih , dan kurang lengkap fasilitasnya untuk dikamar mandi , untuk yang lain lumayan . ",2
tidak ada air panasnya .,2
kamar mandinya sedikit sempit dan di kamar ada nyamuk sedikitt .,2
kamarnya cukup luas . sarung bantal agak kotor dan ruangan agak bau . ac berfungsi dengan baik . dan adik .,1
"saya tidak jadi inap , karena ada perubahan jadwal kegiatan dan di airy tidak tersedia kolom refund . ",2
"tempat bagus , hanya pelayanannya lebih ditingkatkan lagi . saya kesana bersama keluarga , anakanak saya senang sekali dengan kolam renangnya . ",1
kedatangan yang kedua dengan harga lebih mahal tetapi seprai sngat kotor . saya minta tolong diganti tetapi katnya tidak ada lagi sprainya dna tidak tahu taro dmna ? saya minta ganti kamar dibilangnya penuh . selain seprai kotor lantai juga kotor .,2
"saya sangat puas dengan pelayanan di airy , kamar nyaman , kamar mandi bersih . saya akan berlangganan ! ",1
"kamar bagus , lokasi hotel agak kedalam . ",3
"untuk lokasinya , harga sangat murah . ",1
ada snack dan terutama ada bantal lambang airy yang tampak imuet .,1
"kamar bersih proses cek in cepat cuma tolong di perhatikan wcx , agak berbau untuk keluruhan oke . ",3
"lemari rusak , kotor dan berdebu . ",2
puas . bisa istirahat dengan baik .,1
"snack selalu diisi ulang , tetapi tempat menginap agak jauh dari lokasi wisata kuliner . apalagi saat waktu sarapan . ",1
"overall bagus kamar bersih , check in check out cepat , tempat makan skitar hotel banyak , transport ke bandara juanda siap setiap waktu . cuma posisi kamar yang saya ambil berada di lantai 3 dan tidak ada fasilitas lift . ",3
kamarnya bersih dan pelayanannya juga ramah .,1
"biasa saja . sesuai hargalah . karena syriah , jadi nyman . cuma masmasnya galak . ",3
pelayanannya baik .,1
"kamar nyaman , staf ramah . cuma wifi error melulu , pesan with breakfast sampai jam 10 pagi belum diantar , masa harus diingatkan dulu . lampu kamar agak remangremang . ",3
"kamar agak gelap , furniture sudah tua , seprai dan selimut sudah lama , kloset belangbelang dan tidak ada air hangat . ",2
"good , cuma kalau naik tangga ke atas lelah juragan . ",3
"kamar bersih , tetapi menu sarapannya kurang . ",3
room yang bersih .,1
"mudahmudahan lain kali dapat yang lebih baik kondisinya , harga boleh murah tetapi tetap kelayakan harus diutamakan . ",2
"bagus bersih , walau kamar kecil tetapi nyaman , pelayanan ramah , tidak ada breakfast tetapi ada minibar free . sudah baik ditingkatkan lagi . ",3
lokasi tengah kota . dekat pusat perbelanjaan . tidak nyesal lah .,1
"bagus pelayanan nya ramah , beraih juga , . ",1
"pelayanan baik , fasilitas cukup memadai , kamar bersih dan lingkungan asri . ",1
kamar tidak terlalu besar tetapi cukup bersih . cukup puas lah menginap di airy tonotel ini .,1
"super worth the price ! kamar baru , bersih , air panas ada , ac ada . ",1
"bersih nyaman , cuma kadang tiba tiba mati listrik . ",3
"lokasi strategis , ditengah kota dekat giant ekspress , karyawan ramah , tempat nyaman , kamar mandi bersih , minus hot water shower . ",3
lumayan murah . ac tidak dingin . kamar mandi kurang bersih . lingkungan sekitar kamar kurang bersih .,3
"bagus , nyaman , aman dan bersih . ",1
good perlengakapannya juga cukup lengkap .,1
"tempat bersih , staf ramah dan parkir aman . hanya sayang kamar saya banyak nyamuk nya : ( . ",3
"nyaman . cuma shower nya bocor jadi tidak maksimal keluarnya , room 112 . ",3
tidak sesuai di gambar . tembok kusam . pintu kamar mandi rusak . air kamar mandi kotor . ada butiran pasir .,2
kurang memuaskan . wc nya sudah jelek . ac nya berisik . dan tempat sangat tidak nyaman .,2
"nyaman buat bermalam , tetapi di depan pintu kamar mandi kurang tersedia keset . ",3
"kamar bersih , ac kurang dingin sedikit . namun resepsionis kurang standby . ",3
pelayanan buruk . diketerangan resepsionis 24 jam . tetapi tidak bisa check in malam jam 12 an . nomor yang bisa dihubungi langsung tidak aktif .,3
kondisi kamar dan keseluruhan sangat baik dan aesthetic . cuma perlu diperhatikan lagi di kunci pintu balcon itu tidak berfungsi .,3
tempat parkir sedikit dirapikan .,2
lumayan lah .,1
( + ) bersih ( + ) tenang ( + ) proses check in cepat ( - ) petugas resepsionis saat check in galak ( - ) ke lantai 3 naik tangga ( tetapi gud for ur health ) .,3
"pelayanan dan kebersihan memuaskan , meskipun kamar tidak ada lemari . ",3
sayangnya hot waternya mati .,2
"everythings good , kamar bersih , tempat tidur oke , kamar mandi bersih , pelayanan ramah dan sigap , sarapannya juga enak , hanya saja sarapan tidak berbentuk buffet prasmanan , jadi kurang puas , tetapi porsinya lumayan mengenyangkan . ",3
"ibu "" yang jaga rumah tidak ramah , tidak sambung di ajak komunikasi tetapi satpamnya ramah . ",2
tidak ada wifi nya .,2
"kamar masih ada bau debu . kamar mandi showernya tersumbat , tidak ada air panas juga . ",2
"pelayanan baik , terima kasih . ",1
"kamar oke , toilet kurang bersih wc nya dan juga gorden mandi nya . ",3
pelayanan nya baik dan ramah . kamar hotel juga besar dan bersih . handuk bersih . sarapan nya juga banyak variasinya .,1
hotelnya nyaman dan tenang .,1
lanjutkan servis yang baik ini .,1
"menyenangkan sekali , akan kembali lagi , fasilitas lengkap . ",1
parkiran cukup luas .,1
mantap seperti perumahan begitu .,1
"all is oke tetapi untul bathroom agak bau , mungkin karena saluran airnya ? coba di check lagi agar bau tidak sedapnya bisa di kurangi . terimakasih . ",3
tempat nya bersih dan resepsionis nya ramah .,1
segala sesuatunya oke tetapi kunci kamar mandinya perlu di perbaiki .,3
"kamar kecil , air lambat , satu ac di bagi dua kamar . cari makan susah , ada jualan , tetapi mau naik haji bulan depan ( mahal gila ) . ",3
"kamar mandi agak redup , terangin lagi . ",2
untuk all overal bagus dan nyaman playann juga baik . cuma sdkit mnambahi untuk seprai ada bekas noda . tetapi untuk harga segitu mantap .,3
"lumayan untuk liburan keluarga kecil , tempat nyaman dan aman . ",1
kamar mandinya kurang bersih .,1
toilet kotor dan keran rusak .,2
kamar nyaman dan tempat strategis .,1
"awalnya . kami agak sulit mencari , ternyata ini adalah nama yang sama oggi house yang terdaftar juga di list . ",3
sesuai antara harga dan fasilitasnya . kamar bersih . tetapi sayang acara tv kurang bagus sinyalnya .,3
sangat puas so far . dengan airy ( taman remaja kusuma bangsa surabaya ) .,1
"secara garis besar cukup bagus dan nyaman . termasuk fasilitas internet . cuma sayangnya , terutama untuk yang muslim seperti saya , susah untuk sholat didalam kamar karena sempit . terima kasih . ",3
"yang berkesan pelayanannya ramah , yang kurang berkesan yaitu ac kamar meneteskan air dari bagian yang mengeluarkan angin . solusi dari pihak hotel yaitu menampung air tadahan pakai wadah . semoga ke depannya bisa diperbaiki . ",3
staf ramah kamar masih kurang bersih .,3
"tidak kedap suara , sehingga suara dari luar kamar terdengar jelas dan itu sangat menganggu , seperti tengah malam ada suara orang dorongdorong trolly . ",2
"bagus , baik , tempat tenang untuk beristirahat capek kerja di jakarta , breakfast baik . terimakasih airy rooms : ) . ",1
"nyaman , bersih , oke . tetapi sayang tidak dapat snack box nya . pesan 2 kamar , duaduanya tidak di kasih snack box nya . padahal sudah konfirm ke pihak cs hotel . tetapi cuma di suruh tunggu ajja , sampai pulang tidak datangdatang . ",3
breakfast oke . harga relatif murah .,1
"lumayan bagus , resepsionis harusnya 24 jam standby . ",1
"lingkungan asri , bangunan bagus . kebersihan seprai dan bantal tolong diperhatikan . terimakasih . ",3
layanan baik tempat bersih .,1
kalau ingin liburan yang suasannya sepi dan tidak terlalu berisik dan tidak terlalu jauh dari tempat wisata ini bisa jadi recomended .,1
bagus kamae besar hanya kurang bersih .,3
mengapa breakfast di tiadakan hufft .,2
"tidak bersih , kamar mandi banyak rambutnya , air nya bau . persediaan perlengkapan mandi tidak ada , . ",2
"kamar mandi kotor , jaringan tv kurang bagus . ",2
mantap saudara lakilaki .,1
lebih dari cukup untuk di kelasnya .,1
"secara keseluruhan tempatnya bagus dan bersih , area smookingnya juga cukup nyaman . hanya yang bertugas sebagai recepsionis sangat kurang perduli dengan keperluan tamu . ",3
kamar biasa saja .,3
sangat memuaskan . setiap hari kamar dibersihkan . karyawan hotelnya juga telaten dan baik banget .,1
ac nya kurang dingin . tetapi pelayananya oke .,3
"hotel bersih , pelayanan oke , fasilitas oke . ",1
kamarnya luas dan sarapannya enak .,1
"fasilitas sebanding , cuma perlu di perhatikan desain pembuangan air kamar mandi sepertinya perlu di cat ulang . ",3
"perlengkapan mandi tersedia handuk , sikat gigi , odol , sabun , dan sampo . ",1
ruangan cukup luas . suka sama pintu kamar mandinya .,1
"saat check in , resepsionis menelepon administrator untuk ketersediaan kamar , dan saya disuruh pindah ke caba . ",2
kamarnya bagus dengan budget segitu nyaman banget .,1
"fasilitas lengkap , cuma seprainya terasa gatal dan banyak nyamuk . ",3
ac oke . air panas oke .,1
kualitas sesuai lah .,1
"pas mau breakfast soto madura sudah tidak ada dagingnya sama sekali , kuah juga keasinan , tetapi untung ada pilihan breakfast lainnya . ",3
"saya tidak menyukai kebersihan kamar mandi dikarenakan pada saat saya masuk ke dalamnya , terdapat kecoak mati di toilet dan di bawah shower , kebersihan seprai juga perlu diperhatikan . ",2
bersih dan nyaman .,1
parkir sempit .,2
"kamar bersih dan rapi keset depan kamar mandi kotor , jika kita menginjaknya dalam kaki basah maka lah . ",3
mungkin beberapa hal harus diperbaiki seperti cat tembok di beberapa titik mengelupas bahkan di lift srickerbya sudah lepas sobek .,2
"tempat dan pelayanan oke , tetapi amenities tidak diperbarui setiap hari . ",3
"bersih sekali . pemandangan kamarnya enak banget putih bersih . ada tanda arah kiblatnya memudahkan yang islam dalam beribadah . wifi lancar , ac juga bagus banget . ",1
kurangnya kebersihan kamar mandi dan lorong menuju kamar . untunglah pelayanan cepat tanggap .,2
"seperti dirumah sendiri , nyaman dan stafnya ramah . terima kasih . ",1
"akses lokasinya mudah , di sekitar juga ada beberapa makanan terkenal di sby parkir gratis staf ramah kamar cukup nyaman jika anda big size mungkin kurang nyaman atau ada pilihan kamar lagi yang bisa menyesuaikan . ",3
"tolong jika hotel sedang di renovasi jangan ' dijual ' dulu , pihak airy sebaiknya mengecek , evaluasi dan monitoring hotelhotel yang bekerjasama dengan airy . hotel ini karena adanya aktivitas tenovasi jadi kotor dan berdebu , mulai dari lobi , tangga sampai ke koridor depan kamar . apalagi kondisi tangganya yang kotor , kusam dan berdebu dan seram . ",2
kamar nyaman . ac dingin pilihan tepat untuk beristirahat .,1
lokasinya tidak terlalu jauh dari pusat keramaian jadi enak kalau mau ke pusat kota malang ataupun ke kota batu .,1
"lokasi strategis , harga terjangkau , kamar bersih . ",1
kamarnya nyaman cuma sayang terlalu sempit saja .,3
"pelayanan ramah , kamar nyaman dan bersih . ",1
pelayanan cepat tanggap dan viewnya bagus banget .,1
tempatnya nyaman . pelayanan nya baik . pkoknya nyaman deh bisa menginap disini .,1
"hotel bersih , nyaman , penjaga juga ramah . ",1
"kamar besar , luar biasa menyenngkan . tetapi matras kasur murahan alias gemboz , tidak keras . ",2
